Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_19_64,VPWR,li1,35.6500,62.5600,1.799977
FILLER_19_54,VPWR,li1,30.8200,62.5600,1.799980
FILLER_19_28,VPWR,li1,18.8600,62.5600,1.799985
FILLER_19_25,VPWR,li1,17.7100,62.5600,1.799985
FILLER_18_131,VPWR,li1,66.4700,62.5600,1.799967
FILLER_18_128,VPWR,li1,65.0900,62.5600,1.799967
FILLER_18_125,VPWR,li1,63.7100,62.5600,1.799967
FILLER_18_111,VPWR,li1,56.8100,62.5600,1.799969
FILLER_18_108,VPWR,li1,55.8900,62.5600,1.799969
FILLER_18_90,VPWR,li1,47.3800,62.5600,1.799971
FILLER_18_83,VPWR,li1,43.9300,62.5600,1.799973
FILLER_18_80,VPWR,li1,43.0100,62.5600,1.799973
FILLER_18_70,VPWR,li1,38.1800,62.5600,1.799975
FILLER_18_67,VPWR,li1,37.0300,62.5600,1.799977
FILLER_18_64,VPWR,li1,35.6500,62.5600,1.799977
FILLER_18_61,VPWR,li1,34.2700,62.5600,1.799978
FILLER_18_58,VPWR,li1,32.8900,62.5600,1.799978
FILLER_18_55,VPWR,li1,31.5100,62.5600,1.799980
FILLER_18_52,VPWR,li1,30.1300,62.5600,1.799980
FILLER_18_35,VPWR,li1,21.8500,62.5600,1.799987
FILLER_18_32,VPWR,li1,20.9300,62.5600,1.799986
FILLER_18_29,VPWR,li1,19.5500,62.5600,1.799986
FILLER_18_25,VPWR,li1,17.7100,62.5600,1.799985
FILLER_18_6,VPWR,li1,8.9700,62.5600,1.799983
FILLER_18_3,VPWR,li1,7.5900,62.5600,1.799983
FILLER_17_133,VPWR,li1,66.9300,57.1200,1.799879
FILLER_17_130,VPWR,li1,66.0100,57.1200,1.799879
FILLER_17_127,VPWR,li1,64.6300,57.1200,1.799879
FILLER_17_124,VPWR,li1,63.2500,57.1200,1.799879
FILLER_17_121,VPWR,li1,61.8700,57.1200,1.799879
FILLER_17_118,VPWR,li1,60.4900,57.1200,1.799879
FILLER_17_110,VPWR,li1,56.5800,57.1200,1.799879
FILLER_17_107,VPWR,li1,55.4300,57.1200,1.799879
FILLER_17_104,VPWR,li1,54.0500,57.1200,1.799879
FILLER_17_81,VPWR,li1,43.4700,57.1200,1.799890
FILLER_17_78,VPWR,li1,42.0900,57.1200,1.799895
FILLER_17_75,VPWR,li1,40.7100,57.1200,1.799895
FILLER_17_72,VPWR,li1,39.3300,57.1200,1.799900
FILLER_17_69,VPWR,li1,37.9500,57.1200,1.799905
FILLER_17_66,VPWR,li1,36.5700,57.1200,1.799909
FILLER_17_63,VPWR,li1,35.1900,57.1200,1.799909
FILLER_17_60,VPWR,li1,33.8100,57.1200,1.799914
FILLER_17_57,VPWR,li1,32.4300,57.1200,1.799919
FILLER_17_33,VPWR,li1,21.3900,57.1200,1.799953
FILLER_17_30,VPWR,li1,20.0100,57.1200,1.799953
FILLER_17_27,VPWR,li1,18.6300,57.1200,1.799953
FILLER_17_18,VPWR,li1,14.2600,57.1200,1.799953
FILLER_17_15,VPWR,li1,13.1100,57.1200,1.799953
FILLER_17_12,VPWR,li1,11.7300,57.1200,1.799953
FILLER_17_9,VPWR,li1,10.3500,57.1200,1.799953
FILLER_17_6,VPWR,li1,8.9700,57.1200,1.799953
FILLER_17_3,VPWR,li1,7.5900,57.1200,1.799953
FILLER_16_133,VPWR,li1,66.9300,57.1200,1.799879
FILLER_16_130,VPWR,li1,66.0100,57.1200,1.799879
FILLER_16_127,VPWR,li1,64.6300,57.1200,1.799879
FILLER_16_124,VPWR,li1,63.2500,57.1200,1.799879
FILLER_16_121,VPWR,li1,61.8700,57.1200,1.799879
FILLER_16_118,VPWR,li1,60.4900,57.1200,1.799879
FILLER_16_115,VPWR,li1,59.1100,57.1200,1.799879
FILLER_16_112,VPWR,li1,57.7300,57.1200,1.799879
FILLER_16_109,VPWR,li1,56.3500,57.1200,1.799879
FILLER_16_106,VPWR,li1,54.9700,57.1200,1.799879
FILLER_16_103,VPWR,li1,53.5900,57.1200,1.799879
FILLER_16_83,VPWR,li1,43.9300,57.1200,1.799890
FILLER_16_80,VPWR,li1,43.0100,57.1200,1.799890
FILLER_16_77,VPWR,li1,41.6300,57.1200,1.799895
FILLER_16_74,VPWR,li1,40.2500,57.1200,1.799900
FILLER_16_71,VPWR,li1,38.8700,57.1200,1.799900
FILLER_16_68,VPWR,li1,37.4900,57.1200,1.799905
FILLER_16_65,VPWR,li1,36.1100,57.1200,1.799909
FILLER_16_62,VPWR,li1,34.7300,57.1200,1.799914
FILLER_16_59,VPWR,li1,33.3500,57.1200,1.799914
FILLER_16_56,VPWR,li1,31.9700,57.1200,1.799919
FILLER_16_53,VPWR,li1,30.5900,57.1200,1.799925
FILLER_16_50,VPWR,li1,29.2100,57.1200,1.799925
FILLER_16_47,VPWR,li1,27.8300,57.1200,1.799932
FILLER_16_44,VPWR,li1,26.4500,57.1200,1.799932
FILLER_16_35,VPWR,li1,22.3100,57.1200,1.799953
FILLER_16_32,VPWR,li1,20.9300,57.1200,1.799953
FILLER_16_29,VPWR,li1,19.5500,57.1200,1.799953
FILLER_16_27,VPWR,li1,18.1700,57.1200,1.799953
FILLER_16_24,VPWR,li1,17.2500,57.1200,1.799953
FILLER_16_15,VPWR,li1,12.8800,57.1200,1.799953
FILLER_16_12,VPWR,li1,11.7300,57.1200,1.799953
FILLER_16_9,VPWR,li1,10.3500,57.1200,1.799953
FILLER_16_6,VPWR,li1,8.9700,57.1200,1.799953
FILLER_16_3,VPWR,li1,7.5900,57.1200,1.799953
FILLER_15_131,VPWR,li1,66.4700,51.6800,1.799973
FILLER_15_128,VPWR,li1,65.0900,51.6800,1.799973
FILLER_15_125,VPWR,li1,63.7100,51.6800,1.799973
FILLER_15_122,VPWR,li1,62.3300,51.6800,1.799973
FILLER_15_119,VPWR,li1,60.9500,51.6800,1.799973
FILLER_15_116,VPWR,li1,59.5700,51.6800,1.799973
FILLER_15_113,VPWR,li1,58.1900,51.6800,1.799973
FILLER_15_111,VPWR,li1,56.8100,51.6800,1.799973
FILLER_15_93,VPWR,li1,48.5300,51.6800,1.799974
FILLER_15_90,VPWR,li1,47.6100,51.6800,1.799975
FILLER_15_87,VPWR,li1,46.2300,51.6800,1.799975
FILLER_15_84,VPWR,li1,44.8500,51.6800,1.799976
FILLER_15_81,VPWR,li1,43.4700,51.6800,1.799976
FILLER_15_78,VPWR,li1,42.0900,51.6800,1.799976
FILLER_15_75,VPWR,li1,40.7100,51.6800,1.799977
FILLER_15_60,VPWR,li1,33.5800,51.6800,1.799979
FILLER_15_57,VPWR,li1,32.4300,51.6800,1.799979
FILLER_15_54,VPWR,li1,30.8200,51.6800,1.799980
FILLER_15_51,VPWR,li1,29.6700,51.6800,1.799980
FILLER_15_32,VPWR,li1,20.7000,51.6800,1.799985
FILLER_15_29,VPWR,li1,19.5500,51.6800,1.799985
FILLER_15_26,VPWR,li1,18.1700,51.6800,1.799984
FILLER_15_6,VPWR,li1,8.9700,51.6800,1.799982
FILLER_15_3,VPWR,li1,7.5900,51.6800,1.799982
FILLER_14_133,VPWR,li1,66.9300,51.6800,1.799973
FILLER_14_130,VPWR,li1,66.0100,51.6800,1.799973
FILLER_14_107,VPWR,li1,55.4300,51.6800,1.799973
FILLER_14_104,VPWR,li1,54.0500,51.6800,1.799973
FILLER_14_101,VPWR,li1,52.6700,51.6800,1.799973
FILLER_14_91,VPWR,li1,47.8400,51.6800,1.799975
FILLER_14_88,VPWR,li1,46.6900,51.6800,1.799975
FILLER_14_85,VPWR,li1,45.3100,51.6800,1.799976
FILLER_14_83,VPWR,li1,43.9300,51.6800,1.799976
FILLER_14_68,VPWR,li1,37.2600,51.6800,1.799978
FILLER_14_43,VPWR,li1,25.7600,51.6800,1.799983
FILLER_14_32,VPWR,li1,20.9300,51.6800,1.799985
FILLER_14_29,VPWR,li1,19.5500,51.6800,1.799985
FILLER_14_22,VPWR,li1,15.8700,51.6800,1.799983
FILLER_13_133,VPWR,li1,66.9300,46.2400,1.799971
FILLER_13_110,VPWR,li1,56.5800,46.2400,1.799972
FILLER_13_107,VPWR,li1,55.4300,46.2400,1.799973
FILLER_13_104,VPWR,li1,54.0500,46.2400,1.799973
FILLER_13_93,VPWR,li1,48.9900,46.2400,1.799975
FILLER_13_90,VPWR,li1,47.6100,46.2400,1.799975
FILLER_13_60,VPWR,li1,33.8100,46.2400,1.799982
FILLER_13_57,VPWR,li1,32.4300,46.2400,1.799982
FILLER_13_55,VPWR,li1,31.0500,46.2400,1.799983
FILLER_13_52,VPWR,li1,30.1300,46.2400,1.799985
FILLER_13_49,VPWR,li1,28.7500,46.2400,1.799985
FILLER_13_43,VPWR,li1,25.5300,46.2400,1.799987
FILLER_13_40,VPWR,li1,24.6100,46.2400,1.799987
FILLER_13_37,VPWR,li1,23.2300,46.2400,1.799989
FILLER_13_34,VPWR,li1,21.8500,46.2400,1.799989
FILLER_13_31,VPWR,li1,20.4700,46.2400,1.799988
FILLER_13_28,VPWR,li1,19.0900,46.2400,1.799988
FILLER_13_3,VPWR,li1,7.5900,46.2400,1.799985
FILLER_12_133,VPWR,li1,66.9300,46.2400,1.799971
FILLER_12_130,VPWR,li1,66.0100,46.2400,1.799971
FILLER_12_127,VPWR,li1,64.6300,46.2400,1.799971
FILLER_12_110,VPWR,li1,56.3500,46.2400,1.799972
FILLER_12_100,VPWR,li1,52.2100,46.2400,1.799974
FILLER_12_97,VPWR,li1,50.8300,46.2400,1.799974
FILLER_12_94,VPWR,li1,49.4500,46.2400,1.799974
FILLER_12_91,VPWR,li1,48.0700,46.2400,1.799975
FILLER_12_88,VPWR,li1,46.6900,46.2400,1.799975
FILLER_12_68,VPWR,li1,37.0300,46.2400,1.799980
FILLER_12_65,VPWR,li1,36.1100,46.2400,1.799981
FILLER_12_62,VPWR,li1,34.7300,46.2400,1.799981
FILLER_12_59,VPWR,li1,33.3500,46.2400,1.799982
FILLER_12_56,VPWR,li1,31.9700,46.2400,1.799983
FILLER_12_53,VPWR,li1,30.5900,46.2400,1.799983
FILLER_12_50,VPWR,li1,29.2100,46.2400,1.799985
FILLER_12_47,VPWR,li1,27.8300,46.2400,1.799986
FILLER_12_32,VPWR,li1,20.7000,46.2400,1.799988
FILLER_12_29,VPWR,li1,19.5500,46.2400,1.799988
FILLER_12_27,VPWR,li1,18.1700,46.2400,1.799987
FILLER_12_24,VPWR,li1,17.2500,46.2400,1.799987
FILLER_12_14,VPWR,li1,12.1900,46.2400,1.799985
FILLER_12_11,VPWR,li1,11.2700,46.2400,1.799985
FILLER_11_131,VPWR,li1,66.4700,40.8000,1.799938
FILLER_11_128,VPWR,li1,65.0900,40.8000,1.799938
FILLER_11_125,VPWR,li1,63.7100,40.8000,1.799938
FILLER_11_122,VPWR,li1,62.3300,40.8000,1.799938
FILLER_11_119,VPWR,li1,60.9500,40.8000,1.799938
FILLER_11_116,VPWR,li1,59.5700,40.8000,1.799938
FILLER_11_113,VPWR,li1,58.1900,40.8000,1.799938
FILLER_11_109,VPWR,li1,56.3500,40.8000,1.799938
FILLER_11_106,VPWR,li1,54.9700,40.8000,1.799938
FILLER_11_103,VPWR,li1,53.5900,40.8000,1.799938
FILLER_11_100,VPWR,li1,52.2100,40.8000,1.799938
FILLER_11_97,VPWR,li1,50.8300,40.8000,1.799938
FILLER_11_94,VPWR,li1,49.4500,40.8000,1.799938
FILLER_11_91,VPWR,li1,48.0700,40.8000,1.799938
FILLER_11_88,VPWR,li1,46.6900,40.8000,1.799938
FILLER_11_85,VPWR,li1,45.3100,40.8000,1.799938
FILLER_11_82,VPWR,li1,43.9300,40.8000,1.799938
FILLER_11_60,VPWR,li1,33.5800,40.8000,1.799948
FILLER_11_57,VPWR,li1,32.4300,40.8000,1.799948
FILLER_11_42,VPWR,li1,25.0700,40.8000,1.799965
FILLER_11_39,VPWR,li1,24.1500,40.8000,1.799970
FILLER_11_36,VPWR,li1,22.7700,40.8000,1.799970
FILLER_11_33,VPWR,li1,21.3900,40.8000,1.799974
FILLER_11_30,VPWR,li1,20.0100,40.8000,1.799974
FILLER_11_27,VPWR,li1,18.6300,40.8000,1.799974
FILLER_11_24,VPWR,li1,17.2500,40.8000,1.799973
FILLER_10_133,VPWR,li1,66.9300,40.8000,1.799938
FILLER_10_130,VPWR,li1,66.0100,40.8000,1.799938
FILLER_10_127,VPWR,li1,64.6300,40.8000,1.799938
FILLER_10_124,VPWR,li1,63.2500,40.8000,1.799938
FILLER_10_121,VPWR,li1,61.8700,40.8000,1.799938
FILLER_10_118,VPWR,li1,60.4900,40.8000,1.799938
FILLER_10_115,VPWR,li1,59.1100,40.8000,1.799938
FILLER_10_112,VPWR,li1,57.7300,40.8000,1.799938
FILLER_10_109,VPWR,li1,56.3500,40.8000,1.799938
FILLER_10_106,VPWR,li1,54.9700,40.8000,1.799938
FILLER_10_103,VPWR,li1,53.5900,40.8000,1.799938
FILLER_10_100,VPWR,li1,52.2100,40.8000,1.799938
FILLER_10_97,VPWR,li1,50.8300,40.8000,1.799938
FILLER_10_94,VPWR,li1,49.4500,40.8000,1.799938
FILLER_10_91,VPWR,li1,48.0700,40.8000,1.799938
FILLER_10_88,VPWR,li1,46.6900,40.8000,1.799938
FILLER_10_85,VPWR,li1,45.3100,40.8000,1.799938
FILLER_10_83,VPWR,li1,43.9300,40.8000,1.799938
FILLER_10_80,VPWR,li1,43.0100,40.8000,1.799938
FILLER_10_64,VPWR,li1,35.4200,40.8000,1.799944
FILLER_10_61,VPWR,li1,34.2700,40.8000,1.799944
FILLER_10_58,VPWR,li1,32.8900,40.8000,1.799948
FILLER_10_55,VPWR,li1,31.5100,40.8000,1.799953
FILLER_10_52,VPWR,li1,30.1300,40.8000,1.799953
FILLER_10_41,VPWR,li1,25.0700,40.8000,1.799965
FILLER_10_38,VPWR,li1,23.6900,40.8000,1.799970
FILLER_10_35,VPWR,li1,22.3100,40.8000,1.799974
FILLER_10_32,VPWR,li1,20.9300,40.8000,1.799974
FILLER_10_29,VPWR,li1,19.5500,40.8000,1.799974
FILLER_10_25,VPWR,li1,17.7100,40.8000,1.799973
FILLER_10_22,VPWR,li1,16.3300,40.8000,1.799973
FILLER_10_11,VPWR,li1,11.0400,40.8000,1.799973
FILLER_9_133,VPWR,li1,66.9300,35.3600,1.799977
FILLER_9_130,VPWR,li1,66.0100,35.3600,1.799977
FILLER_9_127,VPWR,li1,64.6300,35.3600,1.799977
FILLER_9_124,VPWR,li1,63.2500,35.3600,1.799977
FILLER_9_121,VPWR,li1,61.8700,35.3600,1.799977
FILLER_9_111,VPWR,li1,56.8100,35.3600,1.799977
FILLER_9_108,VPWR,li1,55.8900,35.3600,1.799978
FILLER_9_105,VPWR,li1,54.5100,35.3600,1.799978
FILLER_9_102,VPWR,li1,53.1300,35.3600,1.799978
FILLER_9_99,VPWR,li1,51.7500,35.3600,1.799979
FILLER_9_96,VPWR,li1,50.3700,35.3600,1.799979
FILLER_9_93,VPWR,li1,48.9900,35.3600,1.799980
FILLER_9_90,VPWR,li1,47.6100,35.3600,1.799980
FILLER_9_87,VPWR,li1,46.2300,35.3600,1.799980
FILLER_9_72,VPWR,li1,38.8700,35.3600,1.799982
FILLER_9_69,VPWR,li1,37.9500,35.3600,1.799983
FILLER_9_66,VPWR,li1,36.5700,35.3600,1.799983
FILLER_9_63,VPWR,li1,35.1900,35.3600,1.799984
FILLER_9_60,VPWR,li1,33.8100,35.3600,1.799984
FILLER_9_57,VPWR,li1,32.4300,35.3600,1.799985
FILLER_9_54,VPWR,li1,30.8200,35.3600,1.799985
FILLER_9_36,VPWR,li1,22.3100,35.3600,1.799989
FILLER_9_33,VPWR,li1,21.3900,35.3600,1.799989
FILLER_9_30,VPWR,li1,20.0100,35.3600,1.799989
FILLER_9_27,VPWR,li1,18.6300,35.3600,1.799988
FILLER_9_24,VPWR,li1,17.2500,35.3600,1.799987
FILLER_9_21,VPWR,li1,15.8700,35.3600,1.799987
FILLER_9_11,VPWR,li1,10.8100,35.3600,1.799986
FILLER_8_131,VPWR,li1,66.4700,35.3600,1.799977
FILLER_8_128,VPWR,li1,65.0900,35.3600,1.799977
FILLER_8_97,VPWR,li1,50.6000,35.3600,1.799979
FILLER_8_94,VPWR,li1,49.4500,35.3600,1.799980
FILLER_8_91,VPWR,li1,48.0700,35.3600,1.799980
FILLER_8_88,VPWR,li1,46.6900,35.3600,1.799980
FILLER_8_85,VPWR,li1,45.3100,35.3600,1.799981
FILLER_8_69,VPWR,li1,37.7200,35.3600,1.799983
FILLER_8_66,VPWR,li1,36.5700,35.3600,1.799983
FILLER_8_63,VPWR,li1,35.1900,35.3600,1.799984
FILLER_8_60,VPWR,li1,33.8100,35.3600,1.799984
FILLER_8_35,VPWR,li1,22.3100,35.3600,1.799989
FILLER_8_32,VPWR,li1,20.9300,35.3600,1.799989
FILLER_8_29,VPWR,li1,19.5500,35.3600,1.799989
FILLER_8_25,VPWR,li1,17.7100,35.3600,1.799988
FILLER_7_116,VPWR,li1,59.1100,29.9200,1.799934
FILLER_7_113,VPWR,li1,58.1900,29.9200,1.799934
FILLER_7_94,VPWR,li1,49.2200,29.9200,1.799937
FILLER_7_91,VPWR,li1,48.0700,29.9200,1.799937
FILLER_7_72,VPWR,li1,39.1000,29.9200,1.799941
FILLER_7_69,VPWR,li1,37.9500,29.9200,1.799942
FILLER_7_66,VPWR,li1,36.5700,29.9200,1.799943
FILLER_7_63,VPWR,li1,35.1900,29.9200,1.799943
FILLER_7_60,VPWR,li1,33.8100,29.9200,1.799944
FILLER_7_57,VPWR,li1,32.4300,29.9200,1.799945
FILLER_7_37,VPWR,li1,23.0000,29.9200,1.799962
FILLER_7_34,VPWR,li1,21.8500,29.9200,1.799967
FILLER_7_31,VPWR,li1,20.4700,29.9200,1.799967
FILLER_7_28,VPWR,li1,19.0900,29.9200,1.799967
FILLER_7_25,VPWR,li1,17.7100,29.9200,1.799966
FILLER_7_22,VPWR,li1,16.3300,29.9200,1.799966
FILLER_7_11,VPWR,li1,11.0400,29.9200,1.799964
FILLER_6_131,VPWR,li1,66.4700,29.9200,1.799932
FILLER_6_128,VPWR,li1,65.0900,29.9200,1.799932
FILLER_6_125,VPWR,li1,63.7100,29.9200,1.799932
FILLER_6_122,VPWR,li1,62.3300,29.9200,1.799933
FILLER_6_119,VPWR,li1,60.9500,29.9200,1.799933
FILLER_6_116,VPWR,li1,59.5700,29.9200,1.799934
FILLER_6_113,VPWR,li1,58.1900,29.9200,1.799934
FILLER_6_110,VPWR,li1,56.8100,29.9200,1.799934
FILLER_6_107,VPWR,li1,55.4300,29.9200,1.799935
FILLER_6_104,VPWR,li1,54.0500,29.9200,1.799935
FILLER_6_101,VPWR,li1,52.6700,29.9200,1.799936
FILLER_6_98,VPWR,li1,51.2900,29.9200,1.799936
FILLER_6_91,VPWR,li1,47.6100,29.9200,1.799937
FILLER_6_88,VPWR,li1,46.6900,29.9200,1.799938
FILLER_6_85,VPWR,li1,45.3100,29.9200,1.799938
FILLER_6_83,VPWR,li1,43.9300,29.9200,1.799938
FILLER_6_77,VPWR,li1,41.1700,29.9200,1.799939
FILLER_6_74,VPWR,li1,40.2500,29.9200,1.799941
FILLER_6_71,VPWR,li1,38.8700,29.9200,1.799941
FILLER_6_68,VPWR,li1,37.4900,29.9200,1.799942
FILLER_6_65,VPWR,li1,36.1100,29.9200,1.799943
FILLER_6_62,VPWR,li1,34.7300,29.9200,1.799944
FILLER_6_59,VPWR,li1,33.3500,29.9200,1.799944
FILLER_6_32,VPWR,li1,20.7000,29.9200,1.799967
FILLER_6_29,VPWR,li1,19.5500,29.9200,1.799967
FILLER_6_25,VPWR,li1,17.7100,29.9200,1.799966
FILLER_5_132,VPWR,li1,66.7000,24.4800,1.799904
FILLER_5_129,VPWR,li1,65.5500,24.4800,1.799904
FILLER_5_126,VPWR,li1,64.1700,24.4800,1.799904
FILLER_5_123,VPWR,li1,62.7900,24.4800,1.799904
FILLER_5_120,VPWR,li1,61.4100,24.4800,1.799904
FILLER_5_110,VPWR,li1,56.5800,24.4800,1.799904
FILLER_5_107,VPWR,li1,55.4300,24.4800,1.799904
FILLER_5_69,VPWR,li1,37.4900,24.4800,1.799931
FILLER_5_66,VPWR,li1,36.5700,24.4800,1.799931
FILLER_5_63,VPWR,li1,35.1900,24.4800,1.799937
FILLER_5_60,VPWR,li1,33.8100,24.4800,1.799937
FILLER_5_57,VPWR,li1,32.4300,24.4800,1.799942
FILLER_5_53,VPWR,li1,30.5900,24.4800,1.799947
FILLER_5_50,VPWR,li1,29.2100,24.4800,1.799947
FILLER_5_37,VPWR,li1,23.0000,24.4800,1.799968
FILLER_5_34,VPWR,li1,21.8500,24.4800,1.799968
FILLER_5_31,VPWR,li1,20.4700,24.4800,1.799968
FILLER_5_28,VPWR,li1,19.0900,24.4800,1.799968
FILLER_5_25,VPWR,li1,17.7100,24.4800,1.799968
FILLER_5_22,VPWR,li1,16.3300,24.4800,1.799968
FILLER_5_12,VPWR,li1,11.2700,24.4800,1.799968
FILLER_5_9,VPWR,li1,10.3500,24.4800,1.799968
FILLER_5_6,VPWR,li1,8.9700,24.4800,1.799968
FILLER_5_3,VPWR,li1,7.5900,24.4800,1.799968
FILLER_4_131,VPWR,li1,66.4700,24.4800,1.799904
FILLER_4_128,VPWR,li1,65.0900,24.4800,1.799904
